"","V1","V2","V3","V4"
"data_i","edited Sep 14 '22 at 13:52","
        How to make links in a TextView clickable
    ","I have the following TextView defined:<TextView     android:layout_width=""wrap_content""    android:layout_height=""wrap_content"" android:text=""@string/txtCredits""    android:autoLink=""web"" android:id=""@+id/infoTxtCredits""    android:layout_centerInParent=""true""    android:linksClickable=""true""/>where @string/txtCredits is a string resource that contains <a href=""some site"">Link text</a>.Android is highlighting the links in the TextView, but they do not respond to clicks. What am I doing wrong?  Do I have to set an onClickListener for the TextView in my activity for something as simple as this?It looks like it has to do with the way I define my string resource.This does not work:<string name=""txtCredits""><a href=""http://www.google.com"">Google</a></string>But this does:<string name=""txtCredits"">www.google.com</string>Which is a bummer because I would much rather show a text link than show the full URL.","Buried in the API demos, I found the solution to my problem:File Link.java:    // text2 has links specified by putting <a> tags in the string    // resource.  By default these links will appear but not    // respond to user input.  To make them active, you need to    // call setMovementMethod() on the TextView object.    TextView t2 = (TextView) findViewById(R.id.text2);    t2.setMovementMethod(LinkMovementMethod.getInstance());I removed most of the attributes on my TextView to match what was in the demo.<TextView    android:id=""@+id/text2""    android:layout_width=""wrap_content""    android:layout_height=""wrap_content""    android:text=""@string/txtCredits""/>That solved it. It is pretty difficult to uncover and fix.Important: Don't forget to remove autoLink=""web"" if you are calling setMovementMethod()."
"data_i","edited Jun 15 '20 at 10:16","
        Get property value from string using reflection
    ","I am trying implement the Data transformation using Reflection1 example in my code.The GetSourceValue function has a switch comparing various types, but I want to remove these types and properties and have GetSourceValue get the value of the property using only a single string as the parameter.  I want to pass a class and property in the string and resolve the value of the property.Is this possible?1Web Archive version of original blog post"," public static object GetPropValue(object src, string propName) {     return src.GetType().GetProperty(propName).GetValue(src, null); }Of course, you will want to add validation and whatnot, but that is the gist of it."
"data_i","edited Apr 17 '15 at 23:55","
        Node.js + Nginx - What now?
    ","I've set up Node.js and Nginx on my server. Now I want to use it, but, before I start there are 2 questions:How should they work together? How should I handle the requests?There are 2 concepts for a Node.js server, which one is better:   a. Create a separate HTTP server for each website that needs it. Then load all JavaScript code at the start of the program, so the code is interpreted once.b. Create one single Node.js server which handles all Node.js requests. This reads the requested files and evals their contents. So the files are interpreted on each request, but the server logic is much simpler.It's not clear for me how to use Node.js correctly.","Nginx works as a front end server, which in this case proxies the requests to a node.js server. Therefore you need to setup an Nginx config file for node.This is what I have done in my Ubuntu box:Create the file yourdomain.example at /etc/nginx/sites-available/:vim /etc/nginx/sites-available/yourdomain.exampleIn it you should have something like:# the IP(s) on which your node server is running. I chose port 3000.upstream app_yourdomain {    server 127.0.0.1:3000;    keepalive 8;}# the nginx server instanceserver {    listen 80;    listen [::]:80;    server_name yourdomain.example www.yourdomain.example;    access_log /var/log/nginx/yourdomain.example.log;    # pass the request to the node.js server with the correct headers    # and much more can be added, see nginx config options    location / {      proxy_set_header X-Real-IP $remote_addr;      proxy_set_header X-Forwarded-For $proxy_add_x_forwarded_for;      proxy_set_header Host $http_host;      proxy_set_header X-NginX-Proxy true;      proxy_pass http://app_yourdomain/;      proxy_redirect off;    } }If you want Nginx (>= 1.3.13) to handle websocket requests as well, add the following lines in the location / section:proxy_http_version 1.1;proxy_set_header Upgrade $http_upgrade;proxy_set_header Connection ""upgrade"";Once you have this setup you must enable the site defined in the config file above:cd /etc/nginx/sites-enabled/ln -s /etc/nginx/sites-available/yourdomain.example yourdomain.exampleCreate your node server app at /var/www/yourdomain/app.js and run it at localhost:3000var http = require('http');http.createServer(function (req, res) {    res.writeHead(200, {'Content-Type': 'text/plain'});    res.end('Hello World\n');}).listen(3000, ""127.0.0.1"");console.log('Server running at http://127.0.0.1:3000/');Test for syntax mistakes:nginx -tRestart Nginx:sudo /etc/init.d/nginx restartLastly start the node server:cd /var/www/yourdomain/ && node app.jsNow you should see ""Hello World"" at yourdomain.exampleOne last note with to starting the node server: you should use some kind of monitoring system for the node daemon. There is an awesome tutorial on node with upstart and monit."
"data_i","edited Jan 07 '17 at 15:01","
        How do I use $scope.$watch and $scope.$apply in AngularJS?
    ","I don't understand how to use $scope.$watch and $scope.$apply. The official documentation isn't helpful.What I don't understand specifically:Are they connected to the DOM?How can I update DOM changes to the model?What is the connection point between them?I tried this tutorial, but it takes the understanding of $watch and $apply for granted.What do $apply and $watch do, and how do I use them appropriately?","You need to be aware about how AngularJS works in order to understand it.Digest cycle and $scopeFirst and foremost, AngularJS defines a concept of a so-called digest cycle. This cycle can be considered as a loop, during which AngularJS checks if there are any changes to all the variables watched by all the $scopes. So if you have $scope.myVar defined in your controller and this variable was marked for being watched, then you are implicitly telling AngularJS to monitor the changes on myVar in each iteration of the loop.A natural follow-up question would be: Is everything attached to $scope being watched? Fortunately, no. If you would watch for changes to every object in your $scope, then quickly a digest loop would take ages to evaluate and you would quickly run into performance issues. That is why the AngularJS team gave us two ways of declaring some $scope variable as being watched (read below).$watch helps to listen for $scope changesThere are two ways of declaring a $scope variable as being watched.By using it in your template via the expression <span>{{myVar}}</span>By adding it manually via the $watch serviceAd 1)This is the most common scenario and I'm sure you've seen it before, but you didn't know that this has created a watch in the background. Yes, it had! Using AngularJS directives (such as ng-repeat) can also create implicit watches.Ad 2)This is how you create your own watches. $watch service helps you to run some code when some value attached to the $scope has changed. It is rarely used, but sometimes is helpful. For instance, if you want to run some code each time 'myVar' changes, you could do the following:function MyController($scope) {    $scope.myVar = 1;    $scope.$watch('myVar', function() {        alert('hey, myVar has changed!');    });    $scope.buttonClicked = function() {        $scope.myVar = 2; // This will trigger $watch expression to kick in    };}$apply enables to integrate changes with the digest cycleYou can think of the $apply function as of an integration mechanism. You see, each time you change some watched variable attached to the $scope object directly, AngularJS will know that the change has happened. This is because AngularJS already knew to monitor those changes. So if it happens in code managed by the framework, the digest cycle will carry on.However, sometimes you want to change some value outside of the AngularJS world and see the changes propagate normally.Consider this - you have a $scope.myVar value which will be modified within a jQuery's $.ajax() handler. This will happen at some point in future. AngularJS can't wait for this to happen, since it hasn't been instructed to wait on jQuery.To tackle this, $apply has been introduced. It lets you start the digestion cycle explicitly. However, you should only use this to migrate some data to AngularJS (integration with other frameworks), but never use this method combined with regular AngularJS code, as AngularJS will throw an error then.How is all of this related to the DOM?Well, you should really follow the tutorial again, now that you know all this. The digest cycle will make sure that the UI and the JavaScript code stay synchronised, by evaluating every watcher attached to all $scopes as long as nothing changes. If no more changes happen in the digest loop, then it's considered to be finished.You can attach objects to the $scope object either explicitly in the Controller, or by declaring them in {{expression}} form directly in the view.Further readings:Make Your Own AngularJS, Part 1: Scopes And Digest"
"data_i","edited Jul 04 '14 at 20:44","
        LINQ query on a DataTable
    ","I'm trying to perform a LINQ query on a DataTable object and bizarrely I am finding that performing such queries on DataTables is not straightforward. For example:var results = from myRow in myDataTablewhere results.Field(""RowNo"") == 1select results;This is not allowed. How do I get something like this working?I'm amazed that LINQ queries are not allowed on DataTables!","You can't query against the DataTable's Rows collection, since DataRowCollection doesn't implement IEnumerable<T>. You need to use the AsEnumerable() extension for DataTable. Like so:var results = from myRow in myDataTable.AsEnumerable()where myRow.Field<int>(""RowNo"") == 1select myRow;And as @Keith says, you'll need to add a reference to System.Data.DataSetExtensionsAsEnumerable() returns IEnumerable<DataRow>. If you need to convert IEnumerable<DataRow> to a DataTable, use the CopyToDataTable() extension.Below is query with Lambda Expression,var result = myDataTable    .AsEnumerable()    .Where(myRow => myRow.Field<int>(""RowNo"") == 1);"
"data_i","edited Oct 02 '20 at 13:09","
        Get unique values from a list in python
    ","I want to get the unique values from the following list:['nowplaying', 'PBS', 'PBS', 'nowplaying', 'job', 'debate', 'thenandnow']The output which I require is:['nowplaying', 'PBS', 'job', 'debate', 'thenandnow']This code works:output = []for x in trends:    if x not in output:        output.append(x)print(output)is there a better solution I should use?","First declare your list properly, separated by commas. You can get the unique values by converting the list to a set.mylist = ['nowplaying', 'PBS', 'PBS', 'nowplaying', 'job', 'debate', 'thenandnow']myset = set(mylist)print(myset)If you use it further as a list, you should convert it back to a list by doing:mynewlist = list(myset)Another possibility, probably faster would be to use a set from the beginning, instead of a list. Then your code should be:output = set()for x in trends:    output.add(x)print(output)As it has been pointed out, sets do not maintain the original order. If you need that, you should look for an ordered set implementation (see this question for more)."
"data_i","edited Sep 22 '21 at 11:20","
        What's the difference between OpenID and OAuth?
    ","I'm really trying to understand the difference between OpenID and OAuth? Maybe they're two totally separate things?","OpenID is about authentication (ie. proving who you are), OAuth is about authorisation (ie. to grant access to functionality/data/etc.. without having to deal with the original authentication).OAuth could be used in external partner sites to allow access to protected data without them having to re-authenticate a user.The blog post ""OpenID versus OAuth from the user’s perspective"" has a simple comparison of the two from the user's perspective and ""OAuth-OpenID: You’re Barking Up the Wrong Tree if you Think They’re the Same Thing"" has more information about it."
"data_i","edited Jun 25 '18 at 15:03","
        What is the difference between canonical name, simple name and class name in Java Class?
    ","In Java, what is the difference between these:Object o1 = ....o1.getClass().getSimpleName();o1.getClass().getName();o1.getClass().getCanonicalName();I have checked the Javadoc multiple times and yet this never explains it well.I also ran a test and that didn't reflect any real meaning behind the way these methods are called.","If you're unsure about something, try writing a test first.I did this:class ClassNameTest {    public static void main(final String... arguments) {        printNamesForClass(            int.class,            ""int.class (primitive)"");        printNamesForClass(            String.class,            ""String.class (ordinary class)"");        printNamesForClass(            java.util.HashMap.SimpleEntry.class,            ""java.util.HashMap.SimpleEntry.class (nested class)"");        printNamesForClass(            new java.io.Serializable(){}.getClass(),            ""new java.io.Serializable(){}.getClass() (anonymous inner class)"");    }    private static void printNamesForClass(final Class<?> clazz, final String label) {        System.out.println(label + "":"");        System.out.println(""    getName():          "" + clazz.getName());        System.out.println(""    getCanonicalName(): "" + clazz.getCanonicalName());        System.out.println(""    getSimpleName():    "" + clazz.getSimpleName());        System.out.println(""    getTypeName():      "" + clazz.getTypeName()); // added in Java 8        System.out.println();    }}Prints:int.class (primitive):    getName():          int    getCanonicalName(): int    getSimpleName():    int    getTypeName():      intString.class (ordinary class):    getName():          java.lang.String    getCanonicalName(): java.lang.String    getSimpleName():    String    getTypeName():      java.lang.Stringjava.util.HashMap.SimpleEntry.class (nested class):    getName():          java.util.AbstractMap$SimpleEntry    getCanonicalName(): java.util.AbstractMap.SimpleEntry    getSimpleName():    SimpleEntry    getTypeName():      java.util.AbstractMap$SimpleEntrynew java.io.Serializable(){}.getClass() (anonymous inner class):    getName():          ClassNameTest$1    getCanonicalName(): null    getSimpleName():        getTypeName():      ClassNameTest$1There's an empty entry in the last block where getSimpleName returns an empty string.The upshot looking at this is:the name is the name that you'd use to dynamically load the class with, for example, a call to Class.forName with the default ClassLoader. Within the scope of a certain ClassLoader, all classes have unique names.the canonical name is the name that would be used in an import statement. It might be useful during toString or logging operations. When the javac compiler has complete view of a classpath, it enforces uniqueness of canonical names within it by clashing fully qualified class and package names at compile time. However JVMs must accept such name clashes, and thus canonical names do not uniquely identify classes within a ClassLoader. (In hindsight, a better name for this getter would have been getJavaName; but this method dates from a time when the JVM was used solely to run Java programs.)the simple name loosely identifies the class, again might be useful during toString or logging operations but is not guaranteed to be unique.the type name returns ""an informative string for the name of this type"", ""It's like toString: it's purely informative and has no contract value"". (as written by sir4ur0n)Also you can commonly reference the Java Language Specification documentation for these types technical Java API details:Here's the Java 11 Specification on this subject matter:  https://docs.oracle.com/javase/specs/jls/se11/html/jls-6.html#jls-6.7Example 6.7-2. and Example 6.7-2. goes over Fully Qualified Names and Fully Qualified Names v. Canonical Name respectively"
"data_i","edited Jun 01 '22 at 14:47","
        Parameterize an SQL IN clause
    ","How do I parameterize a query containing an IN clause with a variable number of arguments, like this one?SELECT * FROM Tags WHERE Name IN ('ruby','rails','scruffy','rubyonrails')ORDER BY Count DESCIn this query, the number of arguments could be anywhere from 1 to 5.I would prefer not to use a dedicated stored procedure for this (or XML), but if there is some elegant way specific to SQL Server 2008, I am open to that.","You can parameterize each value, so something like:string[] tags = new string[] { ""ruby"", ""rails"", ""scruffy"", ""rubyonrails"" };string cmdText = ""SELECT * FROM Tags WHERE Name IN ({0})"";string[] paramNames = tags.Select(    (s, i) => ""@tag"" + i.ToString()).ToArray();string inClause = string.Join("", "", paramNames);using (SqlCommand cmd = new SqlCommand(string.Format(cmdText, inClause))) {    for(int i = 0; i < paramNames.Length; i++) {       cmd.Parameters.AddWithValue(paramNames[i], tags[i]);    }}Which will give you:cmd.CommandText = ""SELECT * FROM Tags WHERE Name IN (@tag0, @tag1, @tag2, @tag3)""cmd.Parameters[""@tag0""] = ""ruby""cmd.Parameters[""@tag1""] = ""rails""cmd.Parameters[""@tag2""] = ""scruffy""cmd.Parameters[""@tag3""] = ""rubyonrails""No, this is not open to SQL injection. The only injected text into CommandText is not based on user input. It's solely based on the hardcoded ""@tag"" prefix, and the index of an array. The index will always be an integer, is not user generated, and is safe.The user inputted values are still stuffed into parameters, so there is no vulnerability there.Edit:Injection concerns aside, take care to note that constructing the command text to accomodate a variable number of parameters (as above) impede's SQL server's ability to take advantage of cached queries. The net result is that you almost certainly lose the value of using parameters in the first place (as opposed to merely inserting the predicate strings into the SQL itself).Not that cached query plans aren't valuable, but IMO this query isn't nearly complicated enough to see much benefit from it. While the compilation costs may approach (or even exceed) the execution costs, you're still talking milliseconds. If you have enough RAM, I'd expect SQL Server would probably cache a plan for the common counts of parameters as well. I suppose you could always add five parameters, and let the unspecified tags be NULL - the query plan should be the same, but it seems pretty ugly to me and I'm not sure that it'd worth the micro-optimization (although, on Stack Overflow - it may very well be worth it).Also, SQL Server 7 and later will auto-parameterize queries, so using parameters isn't really necessary from a performance standpoint - it is, however, critical from a security standpoint - especially with user inputted data like this."
"data_i","edited Mar 29 '22 at 19:33","
        How do I get the current absolute URL in Ruby on Rails?
    ","How can I get the current absolute URL in my Ruby on Rails view?The request.request_uri only returns the relative URL.","For Rails 3.2 or Rails 4+You should use request.original_url to get the current URL.  Source code on current repo found here.This method is documented at original_url method, but if you're curious, the implementation is:def original_url  base_url + original_fullpathendFor Rails 3:You can write ""#{request.protocol}#{request.host_with_port}#{request.fullpath}"", since request.url is now deprecated.For Rails 2:You  can write request.url instead of request.request_uri.  This combines the protocol (usually http://) with the host, and request_uri to give you the full address."
"data_i","edited Jul 29 '22 at 04:26","
        What is a cross-platform way to get the home directory?
    ","I need to get the location of the home directory of the current logged-on user. Currently, I've been using the following on Linux:os.getenv(""HOME"")However, this does not work on Windows. What is the correct cross-platform way to do this ?","You want to use os.path.expanduser.This will ensure it works on all platforms:from os.path import expanduserhome = expanduser(""~"")If you're on Python 3.5+ you can use pathlib.Path.home():from pathlib import Pathhome = str(Path.home())"
"data_i","edited Nov 26 '14 at 14:42","
        Download a file with Android, and showing the progress in a ProgressDialog
    ","I am trying to write a simple application that gets updated. For this I need a simple function that can download a file and show the current progress in a ProgressDialog. I know how to do the ProgressDialog, but I'm not sure how to display the current progress and how to download the file in the first place.","There are many ways to download files. Following I will post most common ways; it is up to you to decide which method is better for your app.Use AsyncTask and show the download progress in a dialog=============================================================This method will allow you to execute some background processes and update the UI at the same time (in this case, we'll update a progress bar).Imports:import android.os.PowerManager;import java.io.InputStream;import java.io.OutputStream;import java.io.FileOutputStream;import java.net.HttpURLConnection;This is an example code:// declare the dialog as a member field of your activityProgressDialog mProgressDialog;// instantiate it within the onCreate methodmProgressDialog = new ProgressDialog(YourActivity.this);mProgressDialog.setMessage(""A message"");mProgressDialog.setIndeterminate(true);mProgressDialog.setProgressStyle(ProgressDialog.STYLE_HORIZONTAL);mProgressDialog.setCancelable(true);// execute this when the downloader must be firedfinal DownloadTask downloadTask = new DownloadTask(YourActivity.this);downloadTask.execute(""the url to the file you want to download"");mProgressDialog.setOnCancelListener(new DialogInterface.OnCancelListener() {    @Override    public void onCancel(DialogInterface dialog) {        downloadTask.cancel(true); //cancel the task    }});The AsyncTask will look like this:// usually, subclasses of AsyncTask are declared inside the activity class.// that way, you can easily modify the UI thread from hereprivate class DownloadTask extends AsyncTask<String, Integer, String> {    private Context context;    private PowerManager.WakeLock mWakeLock;    public DownloadTask(Context context) {        this.context = context;    }    @Override    protected String doInBackground(String... sUrl) {        InputStream input = null;        OutputStream output = null;        HttpURLConnection connection = null;        try {            URL url = new URL(sUrl[0]);            connection = (HttpURLConnection) url.openConnection();            connection.connect();            // expect HTTP 200 OK, so we don't mistakenly save error report            // instead of the file            if (connection.getResponseCode() != HttpURLConnection.HTTP_OK) {                return ""Server returned HTTP "" + connection.getResponseCode()                        + "" "" + connection.getResponseMessage();            }            // this will be useful to display download percentage            // might be -1: server did not report the length            int fileLength = connection.getContentLength();            // download the file            input = connection.getInputStream();            output = new FileOutputStream(""/sdcard/file_name.extension"");            byte data[] = new byte[4096];            long total = 0;            int count;            while ((count = input.read(data)) != -1) {                // allow canceling with back button                if (isCancelled()) {                    input.close();                    return null;                }                total += count;                // publishing the progress....                if (fileLength > 0) // only if total length is known                    publishProgress((int) (total * 100 / fileLength));                output.write(data, 0, count);            }        } catch (Exception e) {            return e.toString();        } finally {            try {                if (output != null)                    output.close();                if (input != null)                    input.close();            } catch (IOException ignored) {            }            if (connection != null)                connection.disconnect();        }        return null;    }The method above (doInBackground) runs always on a background thread. You shouldn't do any UI tasks there. On the other hand, the onProgressUpdate and onPreExecute run on the UI thread, so there you can change the progress bar:    @Override    protected void onPreExecute() {        super.onPreExecute();        // take CPU lock to prevent CPU from going off if the user         // presses the power button during download        PowerManager pm = (PowerManager) context.getSystemService(Context.POWER_SERVICE);        mWakeLock = pm.newWakeLock(PowerManager.PARTIAL_WAKE_LOCK,             getClass().getName());        mWakeLock.acquire();        mProgressDialog.show();    }        @Override    protected void onProgressUpdate(Integer... progress) {        super.onProgressUpdate(progress);        // if we get here, length is known, now set indeterminate to false        mProgressDialog.setIndeterminate(false);        mProgressDialog.setMax(100);        mProgressDialog.setProgress(progress[0]);    }    @Override    protected void onPostExecute(String result) {        mWakeLock.release();        mProgressDialog.dismiss();        if (result != null)            Toast.makeText(context,""Download error: ""+result, Toast.LENGTH_LONG).show();        else            Toast.makeText(context,""File downloaded"", Toast.LENGTH_SHORT).show();    }}For this to run, you need the WAKE_LOCK permission.<uses-permission android:name=""android.permission.WAKE_LOCK"" />Download from Service========================The big question here is: how do I update my activity from a service?. In the next example we are going to use two classes you may not be aware of: ResultReceiver and IntentService. ResultReceiver is the one that will allow us to update our thread from a service; IntentService is a subclass of Service which spawns a thread to do background work from there (you should know that a Service runs actually in the same thread of your app; when you extends Service, you must manually spawn new threads to run CPU blocking operations).Download service can look like this:public class DownloadService extends IntentService {    public static final int UPDATE_PROGRESS = 8344;    public DownloadService() {        super(""DownloadService"");    }    @Override    protected void onHandleIntent(Intent intent) {        String urlToDownload = intent.getStringExtra(""url"");        ResultReceiver receiver = (ResultReceiver) intent.getParcelableExtra(""receiver"");        try {                        //create url and connect            URL url = new URL(urlToDownload);            URLConnection connection = url.openConnection();            connection.connect();            // this will be useful so that you can show a typical 0-100% progress bar            int fileLength = connection.getContentLength();            // download the file            InputStream input = new BufferedInputStream(connection.getInputStream());            String path = ""/sdcard/BarcodeScanner-debug.apk"" ;            OutputStream output = new FileOutputStream(path);            byte data[] = new byte[1024];            long total = 0;            int count;            while ((count = input.read(data)) != -1) {                total += count;                // publishing the progress....                Bundle resultData = new Bundle();                resultData.putInt(""progress"" ,(int) (total * 100 / fileLength));                receiver.send(UPDATE_PROGRESS, resultData);                output.write(data, 0, count);            }            // close streams             output.flush();            output.close();            input.close();        } catch (IOException e) {            e.printStackTrace();        }        Bundle resultData = new Bundle();        resultData.putInt(""progress"" ,100);        receiver.send(UPDATE_PROGRESS, resultData);    }}Add the service to your manifest:<service android:name="".DownloadService""/>And the activity will look like this:// initialize the progress dialog like in the first example// this is how you fire the downloadermProgressDialog.show();Intent intent = new Intent(this, DownloadService.class);intent.putExtra(""url"", ""url of the file to download"");intent.putExtra(""receiver"", new DownloadReceiver(new Handler()));startService(intent);Here is were ResultReceiver comes to play:private class DownloadReceiver extends ResultReceiver{    public DownloadReceiver(Handler handler) {        super(handler);    }    @Override    protected void onReceiveResult(int resultCode, Bundle resultData) {        super.onReceiveResult(resultCode, resultData);        if (resultCode == DownloadService.UPDATE_PROGRESS) {            int progress = resultData.getInt(""progress""); //get the progress            dialog.setProgress(progress);            if (progress == 100) {                dialog.dismiss();            }        }    }}2.1 Use Groundy libraryGroundy is a library that basically helps you run pieces of code in a background service, and it is based on the ResultReceiver concept shown above. This library is deprecated at the moment. This is how the whole code would look like:The activity where you are showing the dialog...public class MainActivity extends Activity {    private ProgressDialog mProgressDialog;    @Override    public void onCreate(Bundle savedInstanceState) {        super.onCreate(savedInstanceState);        setContentView(R.layout.main);        findViewById(R.id.btn_download).setOnClickListener(new View.OnClickListener() {            public void onClick(View view) {                String url = ((EditText) findViewById(R.id.edit_url)).getText().toString().trim();                Bundle extras = new Bundler().add(DownloadTask.PARAM_URL, url).build();                Groundy.create(DownloadExample.this, DownloadTask.class)                        .receiver(mReceiver)                        .params(extras)                        .queue();                mProgressDialog = new ProgressDialog(MainActivity.this);                mProgressDialog.setProgressStyle(ProgressDialog.STYLE_HORIZONTAL);                mProgressDialog.setCancelable(false);                mProgressDialog.show();            }        });    }    private ResultReceiver mReceiver = new ResultReceiver(new Handler()) {        @Override        protected void onReceiveResult(int resultCode, Bundle resultData) {            super.onReceiveResult(resultCode, resultData);            switch (resultCode) {                case Groundy.STATUS_PROGRESS:                    mProgressDialog.setProgress(resultData.getInt(Groundy.KEY_PROGRESS));                    break;                case Groundy.STATUS_FINISHED:                    Toast.makeText(DownloadExample.this, R.string.file_downloaded, Toast.LENGTH_LONG);                    mProgressDialog.dismiss();                    break;                case Groundy.STATUS_ERROR:                    Toast.makeText(DownloadExample.this, resultData.getString(Groundy.KEY_ERROR), Toast.LENGTH_LONG).show();                    mProgressDialog.dismiss();                    break;            }        }    };}A GroundyTask implementation used by Groundy to download the file and show the progress:public class DownloadTask extends GroundyTask {        public static final String PARAM_URL = ""com.groundy.sample.param.url"";    @Override    protected boolean doInBackground() {        try {            String url = getParameters().getString(PARAM_URL);            File dest = new File(getContext().getFilesDir(), new File(url).getName());            DownloadUtils.downloadFile(getContext(), url, dest, DownloadUtils.getDownloadListenerForTask(this));            return true;        } catch (Exception pokemon) {            return false;        }    }}And just add this to the manifest:<service android:name=""com.codeslap.groundy.GroundyService""/>It couldn't be easier I think. Just grab the latest jar from Github and you are ready to go. Keep in mind that Groundy's main purpose is to make calls to external REST apis in a background service and post results to the UI with easily. If you are doing something like that in your app, it could be really useful.2.2 Use https://github.com/koush/ionUse DownloadManager class (GingerBread and newer only)=============================================================GingerBread brought a new feature, DownloadManager, which allows you to download files easily and delegate the hard work of handling threads, streams, etc. to the system.First, let's see a utility method:/** * @param context used to check the device version and DownloadManager information * @return true if the download manager is available */public static boolean isDownloadManagerAvailable(Context context) {    if (Build.VERSION.SDK_INT >= Build.VERSION_CODES.GINGERBREAD) {        return true;    }    return false;}Method's name explains it all. Once you are sure DownloadManager is available, you can do something like this:String url = ""url you want to download"";DownloadManager.Request request = new DownloadManager.Request(Uri.parse(url));request.setDescription(""Some descrition"");request.setTitle(""Some title"");// in order for this if to run, you must use the android 3.2 to compile your appif (Build.VERSION.SDK_INT >= Build.VERSION_CODES.HONEYCOMB) {    request.allowScanningByMediaScanner();    request.setNotificationVisibility(DownloadManager.Request.VISIBILITY_VISIBLE_NOTIFY_COMPLETED);}request.setDestinationInExternalPublicDir(Environment.DIRECTORY_DOWNLOADS, ""name-of-the-file.ext"");// get download service and enqueue fileDownloadManager manager = (DownloadManager) getSystemService(Context.DOWNLOAD_SERVICE);manager.enqueue(request);Download progress will be showing in the notification bar.Final thoughtsFirst and second methods are just the tip of the iceberg. There are lots of things you have to keep in mind if you want your app to be robust. Here is a brief list:You must check whether user has an internet connection availableMake sure you have the right permissions (INTERNET and WRITE_EXTERNAL_STORAGE); also ACCESS_NETWORK_STATE if you want to check internet availability.Make sure the directory were you are going to download files exist and has write permissions.If download is too big you may want to implement a way to resume the download if previous attempts failed.Users will be grateful if you allow them to interrupt the download.Unless you need detailed control of the download process, then consider using DownloadManager (3) because it already handles most of the items listed above.But also consider that your needs may change. For example, DownloadManager does no response caching. It will blindly download the same big file multiple times. There's no easy way to fix it after the fact. Where if you start with a basic HttpURLConnection (1, 2), then all you need is to add an HttpResponseCache. So the initial effort of learning the basic, standard tools can be a good investment.This class was deprecated in API level 26. ProgressDialog is a modaldialog, which prevents the user from interacting with the app. Insteadof using this class, you should use a progress indicator likeProgressBar, which can be embedded in your app's UI. Alternatively,you can use a notification to inform the user of the task's progress. For more details Link"
"data_i","edited Jun 29 '20 at 22:58","
        Collection was modified; enumeration operation may not execute
    ","I can't get to the bottom of this error, because when the debugger is attached, it does not seem to occur.Collection was modified; enumeration operation may not executeBelow is the code.This is a WCF server in a Windows service. The method NotifySubscribers() is called by the service whenever there is a data event (at random intervals, but not very often - about 800 times per day).When a Windows Forms client subscribes, the subscriber ID is added to the subscribers dictionary, and when the client unsubscribes, it is deleted from the dictionary. The error happens when (or after) a client unsubscribes. It appears that the next time the NotifySubscribers() method is called, the foreach() loop fails with the error in the subject line. The method writes the error into the application log as shown in the code below. When a debugger is attached and a client unsubscribes, the code executes fine.Do you see a problem with this code? Do I need to make the dictionary thread-safe?[ServiceBehavior(InstanceContextMode=InstanceContextMode.Single)]public class SubscriptionServer : ISubscriptionServer{    private static IDictionary<Guid, Subscriber> subscribers;    public SubscriptionServer()    {                    subscribers = new Dictionary<Guid, Subscriber>();    }    public void NotifySubscribers(DataRecord sr)    {        foreach(Subscriber s in subscribers.Values)        {            try            {                s.Callback.SignalData(sr);            }            catch (Exception e)            {                DCS.WriteToApplicationLog(e.Message,                   System.Diagnostics.EventLogEntryType.Error);                UnsubscribeEvent(s.ClientId);            }        }    }        public Guid SubscribeEvent(string clientDescription)    {        Subscriber subscriber = new Subscriber();        subscriber.Callback = OperationContext.Current.                GetCallbackChannel<IDCSCallback>();        subscribers.Add(subscriber.ClientId, subscriber);                return subscriber.ClientId;    }    public void UnsubscribeEvent(Guid clientId)    {        try        {            subscribers.Remove(clientId);        }        catch(Exception e)        {            System.Diagnostics.Debug.WriteLine(""Unsubscribe Error "" +                     e.Message);        }    }}","What's likely happening is that SignalData is indirectly changing the subscribers dictionary under the hood during the loop and leading to that message.  You can verify this by changingforeach(Subscriber s in subscribers.Values)Toforeach(Subscriber s in subscribers.Values.ToList())If I'm right, the problem will disappear.Calling subscribers.Values.ToList() copies the values of subscribers.Values to a separate list at the start of the foreach. Nothing else has access to this list (it doesn't even have a variable name!), so nothing can modify it inside the loop."
"data_i","edited Jan 20 '20 at 09:21","
        How do I kill the process currently using a port on localhost in Windows?
    ","How can I remove the current process/application which is already assigned to a port?For example: localhost:8080","Step 1:Open up cmd.exe (note: you may need to run it as an administrator, but this isn't always necessary), then run the below command:netstat -ano | findstr :<PORT>(Replace <PORT> with the port number you want, but keep the colon)The area circled in red shows the PID (process identifier). Locate the PID of the process that's using the port you want.Step 2:Next, run the following command:taskkill /PID <PID> /F(No colon this time)Lastly, you can check whether the operation succeeded or not by re-running the command in ""Step 1"". If it was successful you shouldn't see any more search results for that port number."
